OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_number_of_plugs,external_charger_capacity,external_opening_hours,external_latitude,external_longitude,augmentation_review_reason
,,"1 Wharf St, Tweed Heads, 2485",Tesla,6,DC,250 kW,-28.17378983,153.5445165,Tweed Shire Council,2485,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,1090.0,11.213800027450228,11.213800027450228,445.26166713432724,Peclet local snapshot (experimental),FC250,Tweed Mall Shopping Centre charger,"1 Wharf Street, Tweed Heads NSW 2485, Australia",Tesla Supercharge,Type 2,6.0,250 kW,6:00 AM - 11:00 PM,-28.17379051,153.5446309,
,,"1 Williamtown Drive, Williamtown, 2318",Chargefox,6,AC,22 kW,-32.80442447,151.8391211,Port Stephens Council,2318,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1692.0,163.54164396209197,0.05966981471123296,163.48197414738073,Peclet local snapshot (experimental),DC272,Newcastle Airport - Premium Covered Car Park charger,"Newcastle Airport, 1 Williamtown Dr, Williamtown NSW 2318, Australia",,Type 2,6.0,kW,,-32.80527803,151.8405461,
,,"1/9 Railway Parade, Kogarah NSW 2217",Evie,4,DC,150 kW,-33.9624686,151.1324696,Georges River Council,2217,ARENA - Driving the Nation,accepted,address_exact_unique,0.97,False,1929.0,4.4778558925531495,4.4778558925531495,83.78734417398732,Peclet local snapshot (experimental),HC2428,Railway Parade Kogarah charger,"1/9 Railway Parade, Kogarah NSW 2217",Evie,,4.0,150 kW,,-33.9625,151.1325,
,,"10 Brookfield Rd, Minto NSW 2566",Evie,4,DC,75 kW,-34.03094307,150.8490285,Campbelltown City Council,2566,ARENA - Driving the Nation,accepted,address_exact_unique,0.97,False,1242.0,5.462014860557233,5.462014860557233,3397.6481133462435,Peclet local snapshot (experimental),HC2647,Brookfield Rd Minto charger,"10 Brookfield Rd, Minto NSW 2566",Evie,,4.0,75 kW,,-34.0309,150.849,
,,"10 Burkinshaw St, Barooga, 3644",Exploren,2,AC,22 kW,-35.9064535,145.6867497,Berrigan Shire Council,3644,Existing Destination Chargers,review,coordinate_candidate,0.5,True,818.0,115.8961426703468,115.8961426703468,13541.285787372964,Peclet local snapshot (experimental),HC2682,Burkinshaw St Barooga charger,"Burkinshaw St
Barooga NSW 3644
Australia",Non-networked,,2.0,AC,,-35.9067,145.688,nearest=115.896m; gap=13541.286m; manual confirmation required
,,"10 Colden Dr, Albion Park Rail, 2527",Chargefox,4,AC,22 kW,-34.57356661,150.8134274,Shellharbour City Council,2527,Existing Destination Chargers,review,coordinate_candidate,0.5,True,598.0,130.56798583152587,130.56798583152587,1914.5211027552996,Peclet local snapshot (experimental),DC844,Park Central charger,"30 Shaban St, Albion Park Rail NSW 2527, Australia",Chargefox,Type 2,4.0,22 kW,Open 24/7,-34.57470144,150.8137937,nearest=130.568m; gap=1914.521m; manual confirmation required
,,"10 Elizabeth St, Bathurst, 2795",Evie,4,DC,150 kW,-33.41417222,149.5833564,Bathurst Regional Council,2795,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,1464.0,6.777566780440419,6.777566780440419,193.01321276117943,Peclet local snapshot (experimental),FC116,10 Elizabeth St Carpark charger,"10 Elizabeth St, Bathurst NSW 2795, Australia",Evie Networks,Tesla; Type 2,4.0,60 - 150 kW,Open 24/7,-33.41415869,149.5834276,
,,"10 Rugby Rd, Newcastle, 2305",Tesla,1,AC,22 kW,-32.9207518,151.7155225,Newcastle City Council,2305,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1671.0,61.87295208950853,61.87295208950853,1214.9740242310706,Peclet local snapshot (experimental),DC168,The Executive Inn charger,"10 Rugby Rd, New Lambton, NSW, Australia, 2304",Tesla Destination,Tesla,2.0,22 kW,,-32.92084,151.714868,
,,"10 Seymour street, Laurieton, 2443",Exploren,2,AC,22 kW,-31.65042247,152.7958869,Port Macquarie-Hastings Council,2443,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,440.0,19.389575641346067,19.389575641346067,7035.779821894002,Peclet local snapshot (experimental),DC86,Varnsen Suites charger,10 Seymour street Laurieton,Exploren,Type 2,2.0,22 kW,7:00 AM - 7:00 PM,-31.65059653,152.7958746,
,,"10 Tryon Rd, Sydney, 2070",Chargefox,10,AC,22 kW,-33.77481686,151.1704995,Ku-ring-gai Council,2070,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,93.0,41.448216107798466,41.448216107798466,956.6813034356854,Peclet local snapshot (experimental),DC359,Lindfield Village Green Underground Car Park charger,"Lindfield Village Green, 10 Tryon Rd, Lindfield NSW 2070, Australia",,Type 2,15.0,kW,Open 24/7,-33.775075,151.170176,
,,"10 Tryon Rd, Sydney, 2070",Exploren,5,AC,6 kW,-33.77497902,151.1702102,Ku-ring-gai Council,2070,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,93.0,11.130778352267294,11.130778352267294,982.9644829629144,Peclet local snapshot (experimental),DC359,Lindfield Village Green Underground Car Park charger,"Lindfield Village Green, 10 Tryon Rd, Lindfield NSW 2070, Australia",,Type 2,15.0,kW,Open 24/7,-33.775075,151.170176,
,,"10 Victoria St, Wollongong , NSW 2500",EVX,2,AC,22 kW,-34.42213018,150.891979,Wollongong City Council,NSW 2500,Existing Destination Chargers,review,coordinate_candidate,0.5,True,591.0,13.406327249179471,13.406327249179471,123.14074680578517,Peclet local snapshot (experimental),DC826,12-20 Victoria St Parking charger,"12-20 Victoria St, Wollongong NSW 2500, Australia",EVX,Type 2,2.0,kW,Open 24/7,-34.42224045,150.8920381,nearest=13.406m; gap=123.141m; manual confirmation required
,,"10 Winery Dr, Port Macquarie, 2444",Tesla,12,DC,130 kW,-31.43610015,152.8235826,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,694.0,0.05931765667445181,0.05931765667445181,2427.304386992235,Peclet local snapshot (experimental),FC243,Cassegrain Winery charger,"10 Winery Drive, Port Macquarie, Australia, 2444",Tesla Supercharge,Type 2; J-1772,12.0,120 kW,,-31.4361,152.823582,
,,"100 Weakleys Dr, Beresfield, 2322",Exploren,3,AC,22 kW,-32.80300905,151.6334314,Newcastle City Council,2322,Existing Destination Chargers,review,coordinate_candidate,0.5,True,329.0,62.7163583553533,62.7163583553533,841.1154091435417,Peclet local snapshot (experimental),HC2085,Bowden Way Beresfield charger,"3 Bowden Way
Beresfield NSW 2322
Australia",Non-networked,,3.0,AC,,-32.8032,151.6328,nearest=62.716m; gap=841.115m; manual confirmation required
,,"101 Goulburn St, Sydney, 2000",Chargefox,4,AC,6 kW,-33.87844949,151.208999,"Sydney, Council of the City of",2000,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1381.0,18.32303988182559,18.32303988182559,224.56901371906238,Peclet local snapshot (experimental),DC672,Goulburn Street Car Park charger,"Corner of Goulburn and Elizabeth Streets, Sydney, NSW, 2000",Chargefox,Type 2,4.0,20 kW,Open 24/7,-33.878547,151.208839,nearest=18.323m; gap=224.569m; manual confirmation required
,,"101 Grafton St, Sydney, 2022",Tesla,4,AC,22 kW,-33.89091996,151.2508218,Waverley Council,2022,Existing Destination Chargers,review,coordinate_candidate,0.5,True,573.0,47.709485744297105,47.709485744297105,10.51748844855529,Peclet local snapshot (experimental),DC750,Westfield Bondi Junction - Valet charger,"500 Oxford St, Bondi Junction NSW 2022, Australia",,Type 2,4.0,kW,During shopping centre hours,-33.891349,151.250827,nearest=47.709m; gap=10.517m; manual confirmation required
,,"102 Volt Lane, Albury, 2640",Exploren,4,AC,22 kW,-36.08176781,146.9163193,Albury City Council,2640,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1040.0,15.421470921502246,15.421470921502246,86.7002629401925,Peclet local snapshot (experimental),DC994,Volt Lane Car Park charger,"Lot 102, Volt Ln, Albury NSW 2640, Australia",Exploren,Type 2,3.0,22 kW,Open 24/7,-36.08172229,146.9164814,nearest=15.421m; gap=86.700m; manual confirmation required
,,"103 Sandy Flat Rd, Sandy Flat, 2372",Tesla,2,AC,22 kW,-29.23413718,152.0222883,Tenterfield Shire Council,2372,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,2.0,59.98130145769112,59.98130145769112,19353.149934514382,Peclet local snapshot (experimental),DC2,Donegal Farmstay charger,"103 Sandy Flat Road, Sandy Flat NSW 2372, Australia",Tesla Destination,Tesla; Type 2,4.0,22 kW,,-29.233601,152.022356,
,,"1034 The Escort Way, Borenore, 2800",Tesla,2,AC,22 kW,-33.25922627,149.00404,Cabonne Council,2800,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,36.0,82.68958867115545,82.68958867115545,1621.2086448228993,Peclet local snapshot (experimental),DC141,Heifer Station Wines charger,"1034 The Escort Way, Borenore NSW 2800, Australia",Tesla Destination,Tesla,2.0,22 kW,,-33.259963,149.004161,
,,"105 Station Rd, Sydney, 2147",Ampol,2,DC,150 kW,-33.77436041,150.9448809,Blacktown City Council,2147,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1917.0,487.4647258463324,487.4647258463324,246.598276395496,Peclet local snapshot (experimental),HC2094,Fourth Ave Seven Hills charger,"24 Fourth Ave
Seven Hills NSW 2147
Australia",EVX,,2.0,22 kW,,-33.7775,150.9412,nearest=487.465m; gap=246.598m; manual confirmation required
,,"106 Parraween St, Sydney, 2090",Evie,4,DC,75 kW,-33.8273504,151.2303373,North Sydney Council,2090,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,795.0,13.865666435645931,13.865666435645931,817.0418259307056,Peclet local snapshot (experimental),HC2157,Parraween St Cremorne charger,"106 Parraween St
Cremorne NSW 2090
Australia",Evie Networks,,4.0,75 kW,,-33.8273,151.2302,
,,"1067 Oxley Hwy, Thrumster, 2444",Chargefox,4,DC,180 kW,-31.46394199,152.8219499,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,1046.0,0.15834174537035076,0.15834174537035076,832.2910399951351,Peclet local snapshot (experimental),FC7,NRMA - Port Macquarie charger,"1067 Oxley Highway, Thrumster, 2444",Chargefox,Tesla; Type 2,4.0,180kW,Open 24/7,-31.463941,152.8219487,
,,"1068 Pittwater Rd, Sydney, 2097",JOLT,2,DC,25 kW,-33.73111016,151.301011,Northern Beaches Council,2097,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1323.0,877.9786062952817,877.9786062952817,440.8890652838734,Peclet local snapshot (experimental),DC372,9 Anzac Ave Parking charger,"9 Anzac Ave, Collaroy NSW 2097, Australia",Exploren,Type 2,1.0,22 kW,Open 24/7,-33.73861146,151.3039748,nearest=877.979m; gap=440.889m; manual confirmation required
,,"107 John St, Singleton, 2330",Exploren,1,AC,22 kW,-32.56552757,151.1671401,Singleton Council,2330,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1288.0,1859.1162391955063,1859.1162391955063,19.25141502585643,Peclet local snapshot (experimental),DC185,Alroy Park Club - Singleton Diggers charger,"8 Dorsman Dr, Singleton Heights NSW 2330, Aus, Singleton Heights 2330",Exploren,Type 2,2.0,7 kW,Open 24/7,-32.54942491,151.1618019,nearest=1859.116m; gap=19.251m; manual confirmation required
,,"108 Ingleburn Rd, Leppington, 2179",Chargefox,6,AC,6 kW,-33.96187992,150.8062342,Camden Council,2179,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1737.0,29.485891894420156,29.485891894420156,927.5288833581185,Peclet local snapshot (experimental),DC509,Leppington Village Shopping Centre charger,"108 Ingleburn Rd, Leppington NSW 2179, Australia",Chargefox,Type 2,6.0,7 kW,"6am - 10pm, 7 days",-33.9621421,150.8061863,
,,"109 Beecroft Rd, Sydney, 2119",JOLT,2,DC,25 kW,-33.75051656,151.0650831,"Hornsby, The Council of the Shire of",2119,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1081.0,6.585867739163384,6.585867739163384,1566.8127816497029,Peclet local snapshot (experimental),FC169,Beecroft Village Plaza charger,"107 Beecroft Rd, Beecroft NSW 2119",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.75046555,151.0650469,nearest=6.586m; gap=1566.813m; manual confirmation required
,,"109 Cobra St, Dubbo, 2830",Tesla,2,AC,14 kW,-32.25474879,148.6101421,Dubbo Regional Council,2830,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,70.0,0.08834587784803806,0.08834587784803806,140.49871102441747,Peclet local snapshot (experimental),DC275,Bluegum Dubbo Motel charger,"109 Cobra St, Dubbo NSW 2830, Australia",Tesla Destination,Tesla,2.0,14 kW,,-32.254748,148.610142,
,,"109 Whylandra St, Dubbo, 2830",Tesla,1,AC,22 kW,-32.25216621,148.5899209,Dubbo Regional Council,2830,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,879.0,0.08779678182834084,0.08779678182834084,305.5884250145222,Peclet local snapshot (experimental),DC195,Akuna Motor Inn & Apartments charger,"109 Whylandra St, Dubbo NSW 2830, Australia",Tesla Destination,Tesla,1.0,22 kW,,-32.252166,148.58992,
,,"10B Charles St, Sydney, 2193",Exploren,1,AC,6 kW,-33.91171076,151.1172923,Canterbury Bankstown Council,2193,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,954.0,17.17463224708156,17.17463224708156,1296.4812350222999,Peclet local snapshot (experimental),DC566,Charles St & Robert St Parking charger,"10B Charles St, Canterbury NSW 2193, Australia",Exploren,Type 2,1.0,7 kW,Open 24/7,-33.911864,151.117269,
,,"10W Apsley St, Walcha NSW 2354, Australia",NRMA,4,DC,50 kW,-29.960127,146.8578887,Walcha Council,2839,TfNSW Regional,accepted,address_exact_unique,0.97,False,1179.0,3.1935300079312863,3.1935300079312863,63.9955144566202,Peclet local snapshot (experimental),HC2671,Apsley St Walcha charger,"10W Apsley St, Walcha NSW 2354, Australia",NRMA,,4.0,50 kW,,-29.9601,146.8579,
,,"11 Coolangatta Rd, Coolangatta, 2535",EVUp,2,AC,22 kW,-34.84028833,150.7323604,Shoalhaven City Council,2535,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,1801.0,0.0,0.05176004856377902,1805.27311133368,Peclet local snapshot (experimental),DC846,Mountain Ridge Wines charger,"11 Coolangatta Rd, Coolangatta NSW 2535, Australia","Tesla Destination, EVUp",Tesla; Type 2,4.0,7 kW,,-34.840288,150.73236,
,,"11 Coolangatta Rd, Coolangatta, 2535",Tesla,2,AC,6 kW,-34.8392503,150.7340831,Shoalhaven City Council,2535,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1801.0,195.04788391843886,195.04788391843886,1568.183620871499,Peclet local snapshot (experimental),DC846,Mountain Ridge Wines charger,"11 Coolangatta Rd, Coolangatta NSW 2535, Australia","Tesla Destination, EVUp",Tesla; Type 2,4.0,7 kW,,-34.840288,150.73236,
,,"11 Ewingsdale Rd, Ewingsdale, 2481",NRMA,4,DC,75 kW,-28.63612817,153.5534605,Byron Shire Council,2481,Existing Fast Chargers,accepted,coordinate_exact,1.0,False,686.0,0.0,0.05233029427734642,2623.6955571830094,Peclet local snapshot (experimental),FC201,The Farm Byron Bay charger,"11 Ewingsdale Rd, Ewingsdale NSW 2481, Australia",NRMA,Tesla; Type 2,4.0,50 kW,Open 24/7,-28.636128,153.55346,
,,"11 Hickson Rd, Sydney, 2000",Tesla,2,AC,22 kW,-33.85426831,151.2081952,"Sydney, Council of the City of",2000,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,1387.0,0.0,0.039106225542181565,188.78519317736314,Peclet local snapshot (experimental),DC688,Pier One Sydney Harbour charger,"11 Hickson Rd, Dawes Point NSW 2000, Australia",Tesla Destination,Tesla,2.0,22 kW,,-33.854268,151.208195,
,,"11 Jamison St, Sydney, 2000",Tesla,2,AC,22 kW,-33.86433138,151.2060691,"Sydney, Council of the City of",2000,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,1386.0,0.0,0.043251105682773086,191.14272124912668,Peclet local snapshot (experimental),DC685,The Amora Hotel Jamison Sydney charger,"11 Jamison St, Sydney, Australia, NSW 2000",Tesla Destination,Tesla,2.0,22 kW,Open 24/7,-33.864331,151.206069,
,,"11 Renown Rd, Sydney, 2153",Tesla,1,AC,19 kW,-33.76312017,151.0042903,The Hills Shire Council,2153,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,90.0,28.86858392167382,28.86858392167382,1306.0973962083724,Peclet local snapshot (experimental),DC346,Baulkham Hills Sports Club charger,"11 Renown Road, Baulkham Hills NSW 2153, Australia",Tesla Destination,Tesla; J-1772,3.0,6 kW,Available during Club opening hours Sunday to Thursday: 9am - Late Friday and Saturday: 9am - 2am,-33.762882,151.004166,
,,"11 Scott St, Sydney, 2170",JOLT,2,DC,25 kW,-33.92522427,150.9265836,Liverpool City Council,2170,Existing Fast Chargers,review,coordinate_candidate,0.5,True,514.0,1012.8991482763674,1012.8991482763674,459.68915470053616,Peclet local snapshot (experimental),DC494,Taitung Food Service charger,"355 Newbridge Road, Moorebank NSW 2170",,Tesla,1.0,kW,7am to 3pm,-33.929436,150.936318,nearest=1012.899m; gap=459.689m; manual confirmation required
,,"11 West St, Wollongong, 2500",EVUp,2,AC,23 kW,-34.43367372,150.8916216,Wollongong City Council,2500,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1412.0,12.693193979296467,12.693193979296467,680.6012706425189,Peclet local snapshot (experimental),DC821,EVup INS Group charger,"11 West Street, Wollongong NSW 2500, Australia",EVUp,Type 2,2.0,22 kW,,-34.433588,150.891713,
,,"11 William St, Bellingen, 2454",EVX,2,AC,22 kW,-30.4527558,152.896039,Bellingen Shire Council,2454,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1266.0,1409.4042822572808,1409.4042822572808,5909.031170040357,Peclet local snapshot (experimental),DC66,The Lodge Bellingen charger,"1381 Waterfall Way, Bellingen NSW 2454, Australia",,Tesla,2.0,11 kW,8:30 AM - 10:30 AM,-30.444593,152.884791,nearest=1409.404m; gap=5909.031m; manual confirmation required
,,"110 Anzac Pde, Sydney, 2033",JOLT,2,DC,25 kW,-33.90717322,151.2239409,Randwick City Council,2033,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,678.0,17.431574026551353,17.431574026551353,42.95583411783729,Peclet local snapshot (experimental),FC175,Goodwood St Parking charger,"110 Anzac Parade, Kensington NSW 2033, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.907121,151.224119,
,,"1106 Barrenjoey Rd, Sydney, 2108",JOLT,2,DC,25 kW,-33.59707712,151.320022,Northern Beaches Council,2108,Existing Fast Chargers,accepted,coordinate_near_clear,0.9,False,687.0,3.0046420973831522,3.0046420973831522,6655.574027007666,Peclet local snapshot (experimental),FC212,Barrenjoey House carpark charger,"Palm Beach, Palm Beach NSW 2108, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.59705164,151.3200112,
,,"1-11 Lexington Dr, Sydney, 2153",ChargePoint,6,AC,6 kW,-33.73669174,150.9503203,The Hills Shire Council,2153,Existing Destination Chargers,accepted,coordinate_near_clear,0.9,False,105.0,0.08683462750764824,0.08683462750764824,210.11412324949924,Peclet local snapshot (experimental),DC430,Woolworths Head Office charger,"1 Woolworths Way, Bella Vista NSW 2153, Australia",ChargePoint,J-1772,6.0,6.6 kW,,-33.736691,150.95032,
,,"111 Park Beach Rd, Coffs Harbour, 2450",Tesla,2,AC,6 kW,-30.28609214,153.1365155,Coffs Harbour City Council,2450,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1271.0,0.05047022833782311,0.05047022833782311,696.0403647518071,Peclet local snapshot (experimental),DC93,Park Beach Resort Motel charger,"111 Park Beach Rd, Coffs Harbour, , Australia, NSW 2450",Tesla Destination,Tesla,2.0,6 kW,Open 24/7,-30.286092,153.136515,
,,"113 Hanwood Ave, Hanwood, 2680",Tesla,2,AC,22 kW,-34.3407558,146.0586336,Griffith City Council,2680,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1434.0,0.10463196485166522,0.10463196485166522,5436.976733074489,Peclet local snapshot (experimental),DC961,Mino + Co Wines Cellar Door charger,"113 Hanwood Ave, Hanwood NSW 2680, Australia",Tesla Destination,Tesla,2.0,22 kW,,-34.340755,146.058633,
,,"11-37 Alexandria Pde, Sydney, 2077",JOLT,2,DC,25 kW,-33.70973178,151.1045866,"Hornsby, The Council of the Shire of",2077,Existing Fast Chargers,review,coordinate_candidate,0.5,True,929.0,118.98412709226689,118.98412709226689,98.27095443002189,Peclet local snapshot (experimental),DC454,Arc Renewable Group Maxwell Reissis charger,"18 Waitara Ave, Waitara NSW 2077, Australia",Exploren,Type 2,4.0,22 kW,,-33.709518,151.105847,nearest=118.984m; gap=98.271m; manual confirmation required
,,"115 Rowe St, Sydney, 2122",Tesla,2,AC,19 kW,-33.79103908,151.0830941,"Ryde, Council of the City of",2122,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,89.0,17.554041573362895,17.554041573362895,114.58752134308116,Peclet local snapshot (experimental),DC340,Eastwood Hotel charger,"115 Rowe Street, Eastwood, , Australia, NSW 2122",Tesla Destination,Tesla,2.0,7 kW,Open 24/7,-33.790888,151.083039,
,,"115-133 Dunning Ave, Sydney, 2018",Exploren,4,AC,22 kW,-33.91833338,151.2021642,"Sydney, Council of the City of",2018,Existing Destination Chargers,review,coordinate_candidate,0.5,True,970.0,275.94240662469036,275.94240662469036,141.53747379399493,Peclet local snapshot (experimental),DC646,34 Morley Ave Parking charger,"34 Morley Ave, Rosebery NSW 2018, Australia",EVX,Type 2,2.0,kW,Open 24/7,-33.91597935,151.2031107,nearest=275.942m; gap=141.537m; manual confirmation required
,,"116 Liverpool St, Scone, NSW 2337, Australia",NRMA,2,DC,50 kW,-31.9598511,141.4601038,Upper Hunter Shire Council,2880,TfNSW Regional,review,ambiguous_exact_address,0.5,True,1537.0,886989.9806874252,56.63763789225453,233.55779370218534,Peclet local snapshot (experimental),HC2754,Liverpool St Scone charger,"116 Liverpool St, Scone, NSW 2337, Australia",NRMA,,2.0,50 kW,,-31.9958831470424,150.863918038716,nearest=56.638m; gap=233.558m; manual confirmation required
,,"117 Glenayr Ave, Sydney, 2026",Chargefox,1,AC,6 kW,-33.88682487,151.2723734,Waverley Council,2026,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1401.0,0.1035463808321095,0.1035463808321095,26.845877377786792,Peclet local snapshot (experimental),DC761,117 Glenayr Ave Parking charger,"117 Glenayr Ave, Bondi Beach NSW 2026, Australia",Chargefox,Type 2,1.0,7 kW,,-33.886824,151.272373,
,,"117 Macquarie St, Sydney, 2000",Tesla,2,AC,22 kW,-33.86298603,151.2123053,"Sydney, Council of the City of",2000,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1769.0,20.757921362049093,20.757921362049093,52.771130379036705,Peclet local snapshot (experimental),DC657,Intercontinental Hotel charger,117 Macquarie St Sydney NSW 2000,"Tesla Destination, Chargefox",Tesla; Type 2,3.0,22 kW,,-33.862807,151.212369,
,,"118 Allambie Rd, Sydney, 2100",Exploren,1,AC,22 kW,-33.76549154,151.2511982,Northern Beaches Council,2100,Existing Destination Chargers,review,coordinate_candidate,0.5,True,499.0,1232.9631779210415,1232.9631779210415,194.50949461106893,Peclet local snapshot (experimental),DC424,Westfield Warringah Mall - Tesla charger,"127 Old Pittwater Rd, Brookvale NSW 2100, Australia",Tesla Destination,Type 2,4.0,22 kW,,-33.766745,151.264451,nearest=1232.963m; gap=194.509m; manual confirmation required
,,"1183-1187 The Horsley Dr, Sydney, 2164",Chargefox,2,DC,150 kW,-33.84986891,150.8978248,Fairfield City Council,2164,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,644.0,79.77588673644253,79.77588673644253,923.750181422563,Peclet local snapshot (experimental),FC23,ENGIE - Greenway Wetherill Park charger,"1183-1187 The Horsley Drive, Wetherill Park, 2164",Chargefox,Type 2,2.0,120kW,,-33.850403,150.8984016,
,,"1183-1187 The Horsley Dr, Wetherill Park NSW 2164",Engie,2,DC,150 kW,-33.8505352,150.8988605,Fairfield City Council,2164,ARENA - Driving the Nation,accepted,address_exact_unique,0.97,False,644.0,44.85506536552674,44.85506536552674,880.9868720966517,Peclet local snapshot (experimental),FC23,ENGIE - Greenway Wetherill Park charger,"1183-1187 The Horsley Drive, Wetherill Park, 2164",Chargefox,Type 2,2.0,120kW,,-33.850403,150.8984016,
,,"119 Borella Rd
East Albury NSW 2640
Australia",EVUp,4,AC,AC,-36.0779535,146.9432129,Albury City Council,2640,Destination Charging R1,review,ambiguous_exact_address,0.5,True,1567.0,5.298938518364913,5.298938518364913,69.7658544308023,Peclet local snapshot (experimental),HC2690,Borella Rd East Albury charger,"119 Borella Rd
East Albury NSW 2640
Australia",EVUp,,4.0,AC,,-36.078,146.9432,nearest=5.299m; gap=69.766m; manual confirmation required
