OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"24 Golf Place, Wollongong NSW 2502",Exploren,4,AC,22 kW,-34.50783388,150.8782412,Wollongong City Council,2502,Existing Destination Chargers,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"24 Princes Highway, Ulladulla NSW 2539",Tesla,2,AC,17 kW,-35.34620125,150.4702222,Shoalhaven City Council,2539,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"24 Sallys Corner Road, Exeter NSW 2579",Tesla,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579,Existing Fast Chargers,Southern Highlands and Shoalhaven,114,accepted,OCM:coordinate_and_fuzzy_address,0.5,True,358.0,8.47935592022839,8.47935592022839,467.6472186571872,OCM,Open Charge Map,OCM:266620,Exeter Supercharger,"OCM:Sallys Corner Rd, Exeter, New South Wales, 2579",Tesla (Tesla-only charging),CCS (Type 2),CCS,6.0,,reported_or_derived_from_connection_quantity,OCM NumberOfPoints or positive connection Quantity,250 kW,250.0,250.0,250.0,Operational,operational,$0.66/kWh,2023-06-08T12:43:00Z,"V3 Supercharger / CCS2 only, Model S/X will need to use the CCS adapter from Tesla.",,-34.60933240617118,150.22984763276781,"{""OCM::charger_capacities"": ""250 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::general_comments"": ""V3 Supercharger / CCS2 only, Model S/X will need to use the CCS adapter from Tesla."", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-06-08T12:43:00Z"", ""OCM::latitude"": -34.60933240617118, ""OCM::longitude"": 150.22984763276781, ""OCM::number_of_plugs"": 6.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 250.0, ""OCM::power_kw_min"": 250.0, ""OCM::power_kw_values"": [250.0], ""OCM::station_address"": ""Sallys Corner Rd, Exeter, New South Wales, 2579"", ""OCM::station_name"": ""Exeter Supercharger"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.66/kWh""}",OSM: coordinate exceeds 100m automatic threshold
,,"240 Hillsborough Road, Warners Bay NSW 2282",Evie Networks,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282,ARENA - Driving the Nation,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"241 Keen Street, Lismore NSW 2480",Tesla,2,AC,11 kW,-28.81323828,153.2754755,Lismore City Council,2480,Existing Destination Chargers,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"241 Waterworth Drive, Mount Annan NSW 2567",Viva Energy Australia,4,DC,175 kW,-34.049425,150.7603383,Camden Council,2567,Fast Charging R2,Sydney - Outer South West,123,accepted,OSM:coordinate_500m;Charge@Large:coordinate_500m,1.0,False,361.0,42.561734788781095,42.561734788781095,,OSM;Charge@Large,Charge@Large; OpenStreetMap,OSM:12686156645;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,Mount Annan Marketplace,"Charge@Large:11 - 13 Main St, Mount Annan, NSW 2567",Shell Recharge Solutions,CCS2; CCS,CCS,4.0,,reported_from_dc_port_count; missing_or_suspicious,Charge@Large DC-indicated port count; OSM charge_points_count; values above 100 are withheld as suspicious,120.0,120.0,,120.0,,unknown,,,,,-34.0493134,150.7593171,"{""Charge@Large::charger_capacities"": 120.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 4, ""Charge@Large::latitude"": -34.0493134, ""Charge@Large::longitude"": 150.7593171, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_values"": [120.0], ""Charge@Large::station_address"": ""11 - 13 Main St, Mount Annan, NSW 2567"", ""Charge@Large::station_name"": ""Mount Annan Marketplace"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""Charge@Large::total_port_count"": 4, ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.0496546803737, ""OSM::longitude"": 150.759968742432, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Shell Recharge Solutions"", ""OSM::osm_last_updated"": ""2025-03-21"", ""OSM::plug_types"": ""CCS""}",
,,"242 Arden Street, Sydney NSW 2034",Tesla,2,AC,22 kW,-33.92219424,151.2558779,Randwick City Council,2034,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"24-28 Burns Bay Road, Sydney NSW 2066",Exploren,4,AC,6 kW,-33.81524529,151.1691802,Lane Cove Municipal Council,2066,Existing Destination Chargers,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"243 Liverpool Street, Sydney NSW 2010",Saascharge,2,AC,11 kW,-33.87752357,151.2151131,"Sydney, Council of the City of",2010,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"24-42 King Georges Road, Sydney NSW 2195",BP,2,DC,75 kW,-33.91960065,151.0668519,Canterbury Bankstown Council,2195,Existing Fast Chargers,Sydney - Inner South West,119,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,1.0,False,365.0,10.092121204762714,10.092121204762714,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:273436;OSM:10218282678,Wiley Park [bp pulse],"OCM:24-42 King Georges Road, Wiley Park, New South Wales, 2195",BP Pulse (AU); bp pulse,CCS (Type 2); CHAdeMO; CCS|CHAdeMO,CCS; CHAdeMO,1.0,,reported_or_derived_from_connection_quantity; missing_or_suspicious,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,75 kW,75.0,75.0,75.0,Operational,operational,55c/kWh,2023-08-09T12:50:00Z,,,-33.919392020719556,151.06669418522023,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-08-09T12:50:00Z"", ""OCM::latitude"": -33.919392020719556, ""OCM::longitude"": 151.06669418522023, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 75.0, ""OCM::power_kw_min"": 75.0, ""OCM::power_kw_values"": [75.0], ""OCM::station_address"": ""24-42 King Georges Road, Wiley Park, New South Wales, 2195"", ""OCM::station_name"": ""Wiley Park [bp pulse]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""55c/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.9195544673518, ""OSM::longitude"": 151.066946055517, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-08-28"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",
,,"2457 Broke Road, Pokolbin NSW 2320",Tesla,1,AC,22 kW,-32.7757598,151.3382833,Cessnock City Council,2320,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"247 Belmore Road, Riverwood NSW 2210",Evie Networks,4,DC,75 kW,-33.952562,151.05103,Georges River Council,2210,ARENA - Driving the Nation,Sydney - Inner South West,119,review,,0.5,True,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},Charge@Large: fuzzy address only; coordinate exceeds 500m
,,"25 Ashburner Street, Sydney NSW 2095",Exploren,1,AC,22 kW,-33.80041046,151.2888599,Northern Beaches Council,2095,Existing Destination Chargers,Sydney - Northern Beaches,122,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"25 Childe Street, Byron Bay NSW 2481",EVX,2,AC,22 kW,-28.63430035,153.598952,Byron Shire Council,2481,Existing Destination Chargers,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"25 Frenchs Forest Road E, Frenchs Forest NSW 2086",Evie Networks,4,DC,150 kW,-33.75133669,151.2434692,Northern Beaches Council,2086,ARENA - Driving the Nation,Sydney - Northern Beaches,122,accepted,OCM:coordinate_and_fuzzy_address,1.0,False,370.0,13.545803581629539,13.545803581629539,,OCM,Open Charge Map,OCM:272637,Allambie Grove Business Park,"OCM:25 Frenchs Forest Rd E, Frenchs Forest, NSW, 2086",Evie,CCS (Type 2),CCS,4.0,,reported_or_derived_from_connection_quantity,OCM NumberOfPoints or positive connection Quantity,150 kW,150.0,150.0,150.0,Operational,operational,,2026-09-14T05:28:00Z,,,-33.751303,151.2433284,"{""OCM::charger_capacities"": ""150 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-09-14T05:28:00Z"", ""OCM::latitude"": -33.751303, ""OCM::longitude"": 151.2433284, ""OCM::number_of_plugs"": 4.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 150.0, ""OCM::power_kw_min"": 150.0, ""OCM::power_kw_values"": [150.0], ""OCM::station_address"": ""25 Frenchs Forest Rd E, Frenchs Forest, NSW, 2086"", ""OCM::station_name"": ""Allambie Grove Business Park"", ""OCM::status"": ""Operational""}",
,,"250 Comur Street, Yass NSW 2582",Chargefox,4,DC,47 kW,-34.84551056,148.9151892,Yass Valley Council,2582,Existing Fast Chargers,Capital Region,101,accepted,OCM:coordinate_500m;OSM:coordinate_500m,1.0,False,371.0,29.656145567241065,29.656145567241065,164.27957532286888,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:307990;OSM:12441111761,Woolworths Yass,"OCM:Comur Street, Yass, NSW",Chargefox,CCS (Type 2); CCS,CCS,4.0,,reported_or_derived_from_connection_quantity; missing_or_suspicious,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,50 kW,50.0,50.0,50.0,Operational,operational,,2025-01-23T07:44:00Z,,,-34.845647791374056,148.9156385427242,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2025-01-23T07:44:00Z"", ""OCM::latitude"": -34.845647791374056, ""OCM::longitude"": 148.9156385427242, ""OCM::number_of_plugs"": 4.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::station_address"": ""Comur Street, Yass, NSW"", ""OCM::station_name"": ""Woolworths Yass"", ""OCM::status"": ""Operational"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.8454780814014, ""OSM::longitude"": 148.915511754542, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Chargefox"", ""OSM::osm_last_updated"": ""2024-12-22"", ""OSM::plug_types"": ""CCS""}",
,,"250-318 Parramatta Road, Sydney NSW 2140",Tesla,2,AC,22 kW,-33.86138443,151.0695506,Strathfield Municipal Council,2140,Existing Destination Chargers,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"251 Edgecliff Road, Woollahra NSW 2025",EVX,2,AC,22 kW,-33.8885736,151.2444096,Woollahra Municipal Council,2025,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"252 Centennial Road, Bowral NSW 2576",Tesla,4,AC,6 kW,-34.46303808,150.4014895,Wingecarribee Shire Council,2576,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"253 Pacific Highway, Coffs Harbour NSW 2450",Tesla,12,DC,130 kW,-30.28143948,153.1316667,Coffs Harbour City Council,2450,Existing Fast Chargers,Coffs Harbour - Grafton,104,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,1.0,False,375.0,0.08582992995342534,0.08582992995342534,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:97619;OSM:5004854821,Coffs Harbour Supercharger [Tesla]; Tesla Supercharger,"OCM:253 Pacific Highway, Coffs Harbour, 2450",Tesla (Tesla-only charging); Tesla,CCS (Type 2); CCS,CCS,6.0,,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,120 kW,120.0,120.0,120.0,Operational,operational,$0.52/kWh,2021-12-19T01:50:00Z,,24/7,-30.281439,153.131666,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2021-12-19T01:50:00Z"", ""OCM::latitude"": -30.281439, ""OCM::longitude"": 153.131666, ""OCM::number_of_plugs"": 6.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 120.0, ""OCM::power_kw_min"": 120.0, ""OCM::power_kw_values"": [120.0], ""OCM::station_address"": ""253 Pacific Highway, Coffs Harbour, 2450"", ""OCM::station_name"": ""Coffs Harbour Supercharger [Tesla]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.52/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -30.2814283707377, ""OSM::longitude"": 153.131593292842, ""OSM::number_of_plugs"": 6, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 6, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2026-06-27"", ""OSM::plug_types"": ""CCS"", ""OSM::station_name"": ""Tesla Supercharger""}",
,,"25-47 Ocean Street, Sydney NSW 2101",JOLT,2,DC,25 kW,-33.71943448,151.2986617,Northern Beaches Council,2101,Existing Fast Chargers,Sydney - Northern Beaches,122,unmatched,,0.0,False,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"259 Pitt Street, Sydney NSW 2000",Tesla,4,AC,22 kW,-33.87196101,151.208024,"Sydney, Council of the City of",2000,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"26 Aspect Drive, Coffs Harbour NSW 2450",Tesla,4,DC,60 kW,-30.27522227,153.1319389,Coffs Harbour City Council,2450,Existing Fast Chargers,Coffs Harbour - Grafton,104,review,,0.5,True,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: coordinate exceeds 100m automatic threshold; OSM: coordinate exceeds 100m automatic threshold
,,"26 Bent Street, Sydney NSW 2137",Evie Networks,2,DC,75 kW,-33.85437842,151.103997,"Canada Bay Council, City of",2137,Existing Fast Chargers,Sydney - Inner West,120,accepted,OSM:coordinate_500m,1.0,False,379.0,7.4622128159928005,7.4622128159928005,,OSM,OpenStreetMap,OSM:13168689959,,,Evie Networks,CCS,CCS,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.8544347072255,151.103952996218,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8544347072255, ""OSM::longitude"": 151.103952996218, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-09-25"", ""OSM::plug_types"": ""CCS""}",
,,"26 Neilly Street, Walgett NSW 2832",NRMA Electric,2,DC,75 kW,-28.8659158,153.0485564,Walgett Shire Council,2337,TfNSW Regional,Richmond - Tweed,112,review,,0.5,True,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: source address postcode 2832 conflicts with PCODE 2337; external postcode 2470 conflicts with source PCODE 2337
,,"26 Terry Street, Sydney NSW 2041",EVX,2,AC,22 kW,-33.85783788,151.171049,Inner West Council,2041,Existing Destination Chargers,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"26 William Street, Newcastle NSW 2304",Tesla,3,AC,22 kW,-32.89182187,151.7444695,Newcastle City Council,2304,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"260 Craft Road, Corrabare NSW 2325",Tesla,2,AC,6 kW,-32.9506577,151.177976,Cessnock City Council,2325,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"260 Jersey Road, Plumpton NSW 2761",Evie Networks,4,DC,75 kW,-33.7459827,150.8357299,Blacktown City Council,2761,ARENA - Driving the Nation,Sydney - Blacktown,116,unmatched,,0.0,False,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"260A Liverpool Road, Ashfield NSW 2131",Evie Networks,4,DC,50 kW,-33.889564,151.123599,Inner West Council,2131,ARENA - Driving the Nation,Sydney - Inner West,120,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,1.0,False,385.0,0.043102092080472776,0.043102092080472776,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:272641;OSM:13382573701,Ashfield Mall,"OCM:260A Liverpool Rd, Ashfield, New South Wales, 2131",Evie; Evie Networks,CCS (Type 2); CHAdeMO; CCS|CHAdeMO,CCS; CHAdeMO,2.0,,reported_or_derived_from_connection_quantity; missing_or_suspicious,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,50 kW,50.0,50.0,50.0,Operational,operational,,2023-07-15T13:50:00Z,,Mo-Su 09:00-23:00,-33.8895642,151.1235986,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-15T13:50:00Z"", ""OCM::latitude"": -33.8895642, ""OCM::longitude"": 151.1235986, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::station_address"": ""260A Liverpool Rd, Ashfield, New South Wales, 2131"", ""OCM::station_name"": ""Ashfield Mall"", ""OCM::status"": ""Operational"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8895660294537, ""OSM::longitude"": 151.123375793709, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::opening_hours"": ""Mo-Su 09:00-23:00"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2026-01-12"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",
,,"26-30 Bayley Street, Sydney NSW 2204",Exploren,2,AC,22 kW,-33.91201606,151.1427437,Inner West Council,2204,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
