source_index,OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Charger_rating.100kW,Charger_rating.11kW,Charger_rating.120kW,Charger_rating.125kW,Charger_rating.130kW,Charger_rating.13kW,Charger_rating.14kW,Charger_rating.150kW,Charger_rating.160kW,Charger_rating.165kW,Charger_rating.175kW,Charger_rating.17kW,Charger_rating.180kW,Charger_rating.185kW,Charger_rating.19kW,Charger_rating.200kW,Charger_rating.20kW,Charger_rating.22kW,Charger_rating.23kW,Charger_rating.240kW,Charger_rating.24kW,Charger_rating.250kW,Charger_rating.25kW,Charger_rating.270kW,Charger_rating.30kW,Charger_rating.350kW,Charger_rating.3kW,Charger_rating.400kW,Charger_rating.40kW,Charger_rating.42kW,Charger_rating.47kW,Charger_rating.50kW,Charger_rating.5kW,Charger_rating.60kW,Charger_rating.6kW,Charger_rating.75kW,Charger_rating.7kW,Charger_rating.80kW,Charger_rating.8kW,Charger_rating.9kW,SA4_NAME26,SA4_CODE26,PCODE_ORIGINAL,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_station_name,ocm_operator,ocm_attributes,ocm_fast_dc_indicator,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_quality_flags,ocm_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_station_name,osm_fast_dc_operator,osm_fast_dc_attributes,osm_fast_dc_fast_dc_indicator,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_quality_flags,osm_fast_dc_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_station_name,chargelarge_fast_dc_operator,chargelarge_fast_dc_attributes,chargelarge_fast_dc_fast_dc_indicator,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_quality_flags,chargelarge_fast_dc_source_postcode_conflict,combined_dc_indicated_status,final_audit_status,matched_source,matched_external_ids,review_candidate_source,manual_review_reason,quality_review_reason,quality_review_required,augmentation_conflict_flags,accepted_source_attributes,augmented_attributes,new_attribute_count,historical_web_evidence
36,,,"1 Perry Street, Batemans Bay NSW 2536",Evie Networks,4,DC,75 kW,-35.70737242,150.1761672,Eurobodalla Shire Council,2536,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Capital Region,101,2536,review,coordinate_only,138.42854106496608,0.4236702127659575,157566,"2A Beach Road, Batemans Bay, NSW, 2536",Batemans Bay Visitor Centre [NRMA],NRMA,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2021-12-19T02:29:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": """"}",True,3,3,179.54486260578992,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,review,coordinate_only,149.62063319237546,0.0,https://www.openstreetmap.org/node/6512442081,,,NRMA,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 1, ""charging_point_count_raw"": 1, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": true, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": 50.0, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,3,3,154.5363704601117,candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,review,,,OCM;OSM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate; OSM: candidate does not pass the automatic identity gate,,no,,{},{},0,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536""}]"
37,,,"1 Plunkett Street, Sydney NSW 2065",Exploren,2,DC,50 kW,-33.8215586,151.1964124,Willoughby City Council,2065,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Sydney - North Sydney and Hornsby,121,2065,review,coordinate_only,274.9827753415204,0.41956521739130437,272632,"88 Christie St, St Leonards, NSW, 2065",Civic Plaza 88 Christie,Evie,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-15T12:12:00Z"", ""number_of_plugs"": null, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": """"}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,review,coordinate_only,443.4775028156703,0.0,https://www.openstreetmap.org/node/13059026685,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,candidate does not pass the automatic identity gate,,False,accepted,coordinate_and_fuzzy_address,0.076266261977211,0.9422222222222223,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065",Willoughby City Council - Plunkett St,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""50"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,2,2,371.8439687766168,,,False,accepted,accepted,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,OCM;OSM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate; OSM: candidate does not pass the automatic identity gate,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 50.0, ""Charge@Large::power_kw_min"": 50.0, ""Charge@Large::power_kw_values"": [50.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""50"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 50.0, ""Charge@Large::power_kw_min"": 50.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}",2,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital""}]"
47,,,"1 Wharf Street, Tweed Heads NSW 2485",Tesla,6,DC,250 kW,-28.17378983,153.5445165,Tweed Shire Council,2485,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond - Tweed,112,2485,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
49,,,"1/9 Railway Parade, Kogarah NSW 2217",Evie Networks,4,DC,150 kW,-33.9624686,151.1324696,Georges River Council,2217,ARENA - Driving the Nation,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner South West,119,2217,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
50,,,"10 Brookfield Road, Minto NSW 2566",Evie Networks,4,DC,75 kW,-34.03094307,150.8490285,Campbelltown City Council,2566,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Sydney - Outer South West,123,2566,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,5.60351334411773,0.0,https://www.openstreetmap.org/node/12015862929,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": null, ""charging_point_count_raw"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/12015862929,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://mintomall.com.au/""}]"
53,,,"10 Elizabeth Street, Bathurst NSW 2795",Evie Networks,4,DC,150 kW,-33.41417222,149.5833564,Bathurst Regional Council,2795,Existing Fast Chargers,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central West,103,2795,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,6.032640566244375,0.0,https://www.openstreetmap.org/node/12481649796,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,2,2,192.48528001230468,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/12481649796,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://plugroo.com.au/location/evie-networks-nsw-bathurst-10-elizabeth-street""}]"
59,,,"10 Winery Drive, Port Macquarie NSW 2444",Tesla,12,DC,130 kW,-31.43610015,152.8235826,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid North Coast,108,2444,review,coordinate_only,0.05931765651885544,0.3863157894736842,79311,"764 Pacific Highway, Port Macquarie, NSW, 2444",Port Macquarie Supercharger [Tesla],Tesla (Tesla-only charging),"{""charger_capacities"": ""120 kW"", ""charging_point_count"": 6.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2021-12-19T01:54:00Z"", ""number_of_plugs"": null, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 120.0, ""power_kw_min"": 120.0, ""power_kw_values"": [120.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""AUD 0.52/kWh""}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,accepted,coordinate_only,9.835200171456648,0.0,https://www.openstreetmap.org/node/6460587589,,Tesla Supercharger,Tesla,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 6, ""charging_point_count_raw"": 6, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""Supercharger"", ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/6460587589,OCM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 6, ""OSM::charging_point_count_raw"": 6, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""Supercharger"", ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::network"": ""Supercharger"", ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}",7,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive""}]"
66,,,"105 Station Road, Sydney NSW 2147",Ampol,2,DC,150 kW,-33.77436041,150.9448809,Blacktown City Council,2147,Existing Fast Chargers,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Blacktown,116,2147,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,4.943991220409585,0.0,https://www.openstreetmap.org/node/13036266779,,,AmpCharge,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": null, ""charging_point_count_raw"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/13036266779,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/ampcharge-105-station-road-sydney-nsw-2147""}]"
67,,,"106 Parraween Street, Sydney NSW 2090",Evie Networks,4,DC,75 kW,-33.8273504,151.2303373,North Sydney Council,2090,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Sydney - North Sydney and Hornsby,121,2090,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
68,,,"1067 Oxley Highway, Thrumster NSW 2444",Chargefox,4,DC,180 kW,-31.46394199,152.8219499,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid North Coast,108,2444,review,coordinate_only,29.912686348093626,0.8916666666666667,172921,"1063 Oxley Highway, Thrumster, NSW, 2444",Port Macquarie Service Centre [Chargefox],Chargefox,"{""charger_capacities"": ""100 kW; 350 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2026-09-01T11:39:00Z"", ""number_of_plugs"": null, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 350.0, ""power_kw_min"": 100.0, ""power_kw_values"": [100.0, 350.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.60/kWh, 20% discount for NRMA members""}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,accepted,coordinate_only,26.23447759446264,0.0,https://www.openstreetmap.org/node/8390250930,,,NRMA,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/8390250930,OCM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,[]
